Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KT359761,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0667,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 nucleocapsid protein (N) gene, partial cds"
KT359762,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1076,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1168,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1076 nucleocapsid protein (N) gene, partial cds"
KT359763,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1102,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 nucleocapsid protein (N) gene, partial cds"
KT359764,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1271,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 nucleocapsid protein (N) gene, partial cds"
KT359765,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1586,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 nucleocapsid protein (N) gene, partial cds"
KT359766,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1616,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 nucleocapsid protein (N) gene, partial cds"
KT359767,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,13MYKL1719,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1180,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 nucleocapsid protein (N) gene, partial cds"
KT359768,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,13MYKL1847,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1168,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1847 nucleocapsid protein (N) gene, partial cds"
KT359769,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,13MYKL1883,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1165,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1883 nucleocapsid protein (N) gene, partial cds"
KT359770,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0011,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0011 spike protein (S) gene, partial cds"
KT359771,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0051,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0051 spike protein (S) gene, partial cds"
KT359772,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0052,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0052 spike protein (S) gene, partial cds"
KT359773,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0126,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0126 spike protein (S) gene, partial cds"
KT359774,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0335,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0335 spike protein (S) gene, partial cds"
KT359775,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0367,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0367 spike protein (S) gene, partial cds"
KT359776,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0415,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0415 spike protein (S) gene, partial cds"
KT359777,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0424,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),829,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0424 spike protein (S) gene, partial cds"
KT359778,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0543,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0543 spike protein (S) gene, partial cds"
KT359779,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0667,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0667 spike protein (S) gene, partial cds"
KT359780,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL0784,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL0784 spike protein (S) gene, partial cds"
KT359781,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1102,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1102 spike protein (S) gene, partial cds"
KT359782,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1271,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1271 spike protein (S) gene, partial cds"
KT359783,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1586,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1586 spike protein (S) gene, partial cds"
KT359784,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,12MYKL1616,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2012,,"Human coronavirus 229E isolate 12MYKL1616 spike protein (S) gene, partial cds"
KT359785,,"Al-Khannaq,M.N., Ng,K.T., Oong,X.Y., Pang,Y.K., Takebe,Y., Chook,J.B., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.",2016-03-09T00:00:00Z,13MYKL1719,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),850,GenBank,partial,,,1,Malaysia,Malaysia,,Homo sapiens,,2013,,"Human coronavirus 229E isolate 13MYKL1719 spike protein (S) gene, partial cds"
KT368892,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd29/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27391,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/6/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd29/2014, complete genome"
KT368893,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd55/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27386,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/6/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd55/2014, complete genome"
KT368894,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd63/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27397,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/6/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd63/2014, complete genome"
KT368895,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/O23(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27396,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/10/1,,"Camel alphacoronavirus isolate camel/Jeddah/O23(a)/2014, complete genome"
KT368896,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/O47(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27389,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/10/1,,"Camel alphacoronavirus isolate camel/Jeddah/O47(a)/2014, complete genome"
KT368897,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/O100/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/10/1,,"Camel alphacoronavirus isolate camel/Jeddah/O100/2014, complete genome"
KT368898,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/N38/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/11/1,,"Camel alphacoronavirus isolate camel/Jeddah/N38/2014, complete genome"
KT368899,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/N60/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27390,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/11/1,,"Camel alphacoronavirus isolate camel/Jeddah/N60/2014, complete genome"
KT368900,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/N62(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27390,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/11/1,,"Camel alphacoronavirus isolate camel/Jeddah/N62(a)/2014, complete genome"
KT368901,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/N68(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27396,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/11/1,,"Camel alphacoronavirus isolate camel/Jeddah/N68(a)/2014, complete genome"
KT368902,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/D33(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27396,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/12/1,,"Camel alphacoronavirus isolate camel/Jeddah/D33(a)/2014, complete genome"
KT368903,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/D38(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27384,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/12/1,,"Camel alphacoronavirus isolate camel/Jeddah/D38(a)/2014, complete genome"
KT368904,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/D43(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/12/1,,"Camel alphacoronavirus isolate camel/Jeddah/D43(a)/2014, complete genome"
KT368905,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/D46(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27397,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/12/1,,"Camel alphacoronavirus isolate camel/Jeddah/D46(a)/2014, complete genome"
KT368906,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/D50(a)/2014,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2014/12/1,,"Camel alphacoronavirus isolate camel/Jeddah/D50(a)/2014, complete genome"
KT368907,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Riyadh/Ry141/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/3/1,,"Camel alphacoronavirus isolate camel/Riyadh/Ry141/2015, complete genome"
KT368908,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Riyadh/Ry159(a)/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/3/1,,"Camel alphacoronavirus isolate camel/Riyadh/Ry159(a)/2015, complete genome"
KT368909,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd1(a)/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27386,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/1/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd1(a)/2015, complete genome"
KT368910,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd6(a)/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27387,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/1/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd6(a)/2015, complete genome"
KT368911,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd8/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27393,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/1/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd8/2015, complete genome"
KT368912,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Jeddah/Jd28/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27395,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/1/1,,"Camel alphacoronavirus isolate camel/Jeddah/Jd28/2015, complete genome"
KT368913,,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.",2015-12-17T00:00:00Z,camel/Taif/T91(a)/2015,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27388,GenBank,complete,,,,Saudi Arabia,Saudi Arabia,,Camelus,,2015/4/1,,"Camel alphacoronavirus isolate camel/Taif/T91(a)/2015, complete genome"
